,text,textlength,moral_score,moral_wc,immoral_wc,other_wc,goodness,happiness,sadness,anger,afraid,disgust,surprise,positive_prob,sub_probs
789,"The blind horoscope tells you about past and present lives. If necessary, you can add WeChat santongqian or santongqian3",14,0.0,0,0,15,0,0,0,0,0,0,0,91.8876,"[0.8979356861880636, 0.5884855577128313]"
790,Why are you so afraid of Seven Kills?,6,-4.25516679399022,0,1,6,0,0,0,0,0,0,0,61.173,[0.6117295695113586]
791,Come and experience the high-quality Bowen heater and let more people see what you want&gt;&gt;Web link,15,0.0,0,0,17,1,0,0,0,0,0,0,30.5665,"[0.36103937851004353, 0.4639179306613106]"
792,Who is behind her?,6,0.0,0,0,7,0,0,0,0,0,1,0,78.729,[0.7872898052239]
793,I suggest Du Meizhu directly rob the bank.,6,-4.994217624392824,0,1,5,0,0,0,0,0,0,0,67.3176,[0.6731761498115277]
794,"@黑市阳昊 You can go and listen to this person’s live broadcast last night. Ms. Du’s fellow countryman, this woman is bad enough, can you believe her words?",23,-0.779327492497964,0,1,25,0,0,0,0,0,0,0,86.8546,"[0.9663273815311247, 0.18536749058798907, 0.5795817880337516, 0.5014426288989973]"
795,"Get lost, you bunch of idiots",5,0.0,0,0,5,0,0,0,0,0,0,0,15.8221,[0.15822108321823336]
796,"They are all Do Meizhu&#39;s lovers, right?",6,-11.450441705842946,0,1,5,0,0,0,0,1,0,0,52.3993,[0.523993302984247]
797,How did she become a national hero? How ironic.,8,2.4819812721486096,1,1,8,1,0,0,0,0,1,0,86.013,"[0.48365530667329815, 0.8794044694433989]"
798,The words of a blackmailing woman cannot be trusted.,8,-4.7846760645311495,0,1,8,1,0,0,0,0,1,0,29.0111,"[0.49589317239763653, 0.31574647926962407]"
799,"God, listening to the recording, this woman is indeed a blackmailer. The victim of the wyf incident a year ago became a blackmailer.",16,-2.916047817582889,0,1,16,1,0,0,0,0,2,0,98.453,"[0.38121739130434773, 0.991360117734023]"
800,What do you think? The blackmailer must be brought to justice,9,-7.59541525559243,0,1,9,1,0,0,0,0,1,0,86.1289,"[0.5875212430201505, 0.8288272922713926]"
801,Weren&#39;t you only about 20 years old at the time? How could you be so scheming?,11,-0.6329918113899954,0,0,11,0,0,0,0,0,1,0,4.9992,"[0.22700368981034713, 0.16599739919456558]"
802,Support Dudu to enter,3,27.216552697590824,1,0,2,1,0,0,0,0,0,0,60.8796,[0.6087961771696135]
803,"Seven-minute video, the young master and princess move",6,0.0,0,0,7,1,0,0,0,0,0,0,92.2406,"[0.7017651350112071, 0.8487467392478703]"
804,"Do you believe it? Go watch this person @niaoshiyanghao&#39;s live broadcast (last night), her fellow countryman, this person is also scolding Ms. Du",20,-1.2874421243401628,0,1,24,0,0,0,0,0,0,0,53.0927,"[0.5104166666666671, 0.8834376631713601, 0.19999999999999996, 0.5209246199616709]"
805,@黑市杨昊,2,0.0,0,0,3,0,0,0,0,0,0,0,98.3822,[0.9838215740846925]
806,You should go in too,3,0.0,0,0,3,0,0,0,0,0,0,0,21.4187,[0.2141872523057089]
807,"The verdict is that there is no wcn, it is qj and mass gathering",7,-4.456520038316076,0,0,6,0,0,0,0,0,0,0,42.1875,[0.421874597530976]
808,"If he doesn&#39;t offend Du Meizhu, there will be other Meizhu who will attack him. The so-called cause and effect means that sooner or later, he will have to pay back if he comes out to fool around.",20,-0.3306175037028246,0,0,20,0,0,0,0,0,1,0,87.4172,"[0.8563332522887129, 0.5642007664897768]"
809,"It is unlikely that the case will be reversed, but the guilty will get in sooner or later!",11,-2.142347048200317,0,1,11,0,0,0,0,0,0,0,16.7981,"[0.1992548536281602, 0.47401899678096293]"
810,Wait and see,1,0.0,0,0,1,0,0,0,0,0,0,0,83.3333,[0.8333333333333333]
811,"It&#39;s a place like this, so everyone shouldn&#39;t think that there are stupid people waiting for you to cheat, right?",15,-0.22974329585111755,0,1,15,0,0,0,0,0,0,0,81.8591,"[0.46828358208955223, 0.8505464142859358]"
812,The purpose of questioning the authority and fairness of the law is self-evident,8,0.0,0,0,9,0,0,0,0,0,1,0,96.5976,"[0.9459853171413525, 0.6429335818357289]"
813,"The entertainment industry is getting worse and worse, scum and scum. This man and woman are not good people. They smell like garbage and should be put in.",17,-2.6996541414730335,0,1,18,0,0,0,0,0,1,0,23.8635,"[0.26400187938337727, 0.4737672181921908, 0.6600000000000001, 0.5286928740862882, 0.6924008376806992, 0.25080885278309395]"
814,melon-eating masses,2,0.0,0,0,2,0,0,0,0,0,0,0,41.8686,[0.41868568501062997]
815,Let’s see what the court decides.,5,5.976508055835548,1,0,4,0,0,0,0,0,0,0,66.9569,[0.6695688322456746]
816,"In the end, it still depends on how the judge decides.",7,0.0,0,0,7,0,0,0,0,0,0,0,77.5961,[0.7759614759190424]
817,The entertainment industry is full of stench,3,0.0,0,0,3,0,0,0,0,0,1,0,18.845,[0.18845033946315037]
818,Just believe in the evidence and what the entertainment industry says.,12,0.0,0,0,12,1,0,0,0,0,0,0,27.903,[0.27902961754208067]
819,The entertainment industry is full of bad atmosphere,4,0.0,0,0,4,0,0,0,0,0,1,0,83.3816,[0.833815730966182]
820,Scholar,2,0.0,0,0,2,0,0,0,0,0,0,0,86.967,[0.869669644494636]
821,There is no physical evidence in the QJ case after so long. Three sisters made confessions. This frame-up is a bit obvious.,18,-5.384748255481697,0,2,16,1,0,0,0,0,1,0,0.1006,"[0.44959994689056837, 0.3209877568270466, 0.0032061145873618635]"
822,"I missed a sentence in the middle. Du Meizhu, who jumped out to blackmail, first hyped up love, but later blackmailed her because she was afraid of being accused, so she attacked QJ.",23,-2.6022524669932205,1,4,19,1,0,0,0,0,5,0,1.0207,"[0.4699630073659531, 0.292783444806326, 0.05755032337960031, 0.3866609766135085]"
823,That&#39;s what I guessed too,6,0.0,0,0,6,0,0,0,0,0,0,0,65.7895,[0.6578947368421054]
824,Now I don’t know if Du Meizhu can be sent in with these evidences. It’s really a thief’s cry to catch a thief. I’ve never seen anything like this.,19,-1.613616193275045,0,1,17,0,0,0,0,0,1,0,11.6369,"[0.3640499896154036, 0.20352296195056463]"
825,No wonder they are all lawless,3,-19.97928726365195,0,1,3,0,0,0,0,0,1,0,33.7174,[0.3371740137425715]
826,Pay attention to the follow-up,2,0.0,0,0,2,0,0,0,0,0,0,0,85.3713,[0.8537128690888425]
827,The writer seems to be cold too,6,0.0,0,0,6,0,0,0,0,0,0,0,34.4752,[0.3447519653069503]
828,@112CosMos,1,0.0,0,0,2,0,0,0,0,0,0,0,50.0,[0.5]
829,"The second trial has not yet been decided, and Wu is said to have been appealing and defending his innocence.",11,-0.3238430873850931,1,0,10,1,0,0,0,0,0,0,59.9193,"[0.5227015137451689, 0.6025888048022597]"
830,There is capital behind it,3,0.0,0,0,3,0,0,0,0,0,1,0,98.5512,[0.9855120010385197]
831,Can love turn into love when the weather is so hot?,9,4.251330127154187,1,0,10,2,0,0,0,0,0,0,87.4649,"[0.16926539963005827, 0.9743837121616961]"
832,Reported by 🐔fans,4,-10.72502086234678,0,1,4,0,0,0,0,0,0,0,64.5856,[0.645856486358011]
833,really not bad,1,0.0,0,0,1,0,0,0,0,0,0,0,86.3252,[0.8632519542194063]
834,Anyone who sincerely tries to help others will always help themselves.,10,-0.27577820360852934,2,0,8,1,0,0,0,0,0,0,88.5073,"[0.729293568772009, 0.7604876801960704]"
835,I do not know,3,-13.608276348795412,0,0,2,0,0,0,0,0,0,0,36.9391,[0.3693910911319984]
836,"Du Meizhu, why isn’t this matter over yet?",7,0.0,0,0,7,0,0,0,0,0,0,0,71.9031,[0.7190313419407185]
837,None of them are good things,2,-42.53253914361115,0,1,1,0,0,0,0,0,1,0,52.8693,[0.5286928740862882]
838,"It’s not just once or twice that netizens have no brains, including myself.",13,-2.268913038001395,0,0,11,0,0,0,0,0,1,0,5.3935,[0.05393525897102269]
839,"When a drunk driver meets a cheater, no one is innocent.",8,-7.988437079898279,0,2,6,0,0,1,0,0,0,0,1.7269,"[0.028454138926979344, 0.39992231061565164]"
840,Small-scale accurate prediction before IELTS ☞@IELTS Prediction Education,9,0.0,0,0,10,2,0,0,0,0,0,0,99.9999,[0.9999986474167512]
841,Really caring about the whole world,3,0.0,0,0,3,0,0,0,0,0,0,0,73.4478,[0.7344777151754263]
842,Emmett’s x profile is also very funny. Interim ex-CEO of OpenAI really made me laugh.,16,0.0,0,0,18,0,0,0,0,0,0,0,26.5591,"[0.5756316814343355, 0.22847456196595717]"
843,"I&#39;m curious, did Emmett get paid for those days? Is there n+1?",15,-0.9347129213668439,0,0,16,0,0,0,0,0,0,1,14.3404,"[0.27384293809243354, 0.3302485663264493]"
844,Suddenly I discovered that everyone at Open AI likes to use love when talking to ❤️.,14,-0.605379579308043,0,0,14,1,0,0,0,0,0,0,5.903,[0.059030063258145304]
845,At first I thought emmett would be the villain,7,0.0,0,0,7,0,0,0,0,0,1,0,55.0402,[0.550402112988689]
846,"The actions of everyone here are worthy of being recorded in history and worthy of thousands of praises. No matter how it is reversed, any result is a win-win situation. This is the first time in history.",24,0.8571284110012516,1,0,24,3,0,0,0,0,0,0,94.1569,"[0.7653663405471126, 0.9065890550292294, 0.5500457908570893, 0.6953984017612583, 0.2172879308389959]"
847,"In the natural environment, what chickens like to eat most is bugs. What earthworms, crickets, locusts, river shrimps, etc. are their favorite things?",20,0.0,0,0,23,1,0,0,0,0,0,0,95.222,"[0.879870508879329, 0.5369924967245134, 0.8213909561638809, 0.4114490291310178]"
848,"When I was a kid, I raised a lot of chickens at home. At that time, I never tried to feed the chickens earthworms or millet. Which one did they prefer? But at that time I knew that chickens could eat earthworms and millet",26,-0.33921669362319223,0,0,27,1,0,0,0,0,0,0,99.9949,"[0.986387666120606, 0.8937590713377894, 0.7715148512508805, 0.9293982644909633]"
849,Pigs also like to eat meat!,6,0.0,0,0,7,1,0,0,0,0,0,0,91.9262,[0.9192616771786812]
850,Humans are the descendants of dinosaurs,5,0.0,0,0,5,0,0,0,0,0,0,0,97.6715,[0.976714963644921]
851,"Many years later, when people look back at the dawn of the rise of AI, these crazy five days will be made into movies/TV series/documentaries on the big screen...",23,0.0,0,0,26,0,0,1,0,0,1,0,99.9774,"[0.9818841846636935, 0.9891082079338616]"
852,"It’s indeed Thanksgiving, I’m off tomorrow hahaha",7,9.435529008133585,1,0,7,1,0,0,0,0,0,0,88.1735,"[0.7779462044848374, 0.7027135902420649]"
853,"One idea is that humans in the future have discovered the huge risks of AI to humans, sent people back to the present, and asked the board of directors to kill Ultraman. Everyone is happy to see Ultraman return, but as for humans in the future, they always say, Perhaps another failed effort.",38,0.8039315869997331,2,0,37,0,2,0,0,0,1,0,100.0,"[0.603457947276368, 0.9982428678132617, 0.7597654111972058, 0.9701100618654604, 0.985157938056372, 0.582168378216134]"
854,"If Sunday&#39;s talks were just about delaying the return, why did they find a CEO?",13,0.0,0,0,13,0,1,0,0,0,0,0,12.29,[0.12289961701954533]
855,"Remaining does not necessarily mean that there is no problem, it may also be a temporary solution after compromise. Since there is such an obvious conflict of interest, he should not stay for too long.",25,-3.0032268703133167,0,0,24,1,0,0,0,0,0,0,35.8814,"[0.2506269850606567, 0.7868148354996922, 0.5139597860619186, 0.37008600223017707]"
856,Super aligned or lost?,5,0.0,0,0,6,0,0,0,0,0,0,0,50.4064,[0.5040644091925031]
857,&quot;The Legend of Zhen Huan in Silicon Valley&quot;,2,0.0,0,0,4,0,0,0,0,0,0,0,18.7334,[0.18733366878770785]
858,Start a beautiful new life with smart home,6,4.681829273962161,1,0,5,1,0,0,0,0,0,0,82.2359,[0.8223585566420255]
859,This wave is really good,5,-6.9252186981114345,0,0,4,2,0,0,0,0,0,0,80.9297,[0.8092970851678523]
860,Smart home is so awesome that it’s directly Amway,8,-2.205750241975595,0,1,7,0,0,0,0,1,0,0,22.7957,[0.22795742282714293]
861,Smart home creates quality life,5,0.0,0,0,5,0,0,0,0,0,0,0,90.5768,[0.9057677324668264]
862,Smart home is so practical,6,-12.263955068659884,0,1,5,0,0,0,0,0,0,0,2.9434,[0.029433760857968227]
863,It’s really good. Amway is a must. I also want to install a smart home.,14,0.0,0,0,14,2,0,0,0,0,0,0,91.5344,[0.9153442008022066]
864,I also want to install a smart home!,7,0.0,0,0,8,0,0,0,0,0,0,0,13.7253,[0.13725266335739073]
865,Must Amway smart home,5,0.0,0,0,5,1,0,0,0,0,0,0,55.3083,[0.5530828724649837]
866,I also want to install a smart home,7,0.0,0,0,7,0,0,0,0,0,0,0,15.1694,[0.1516936367391578]
867,Smart home is very promising,6,0.0,0,0,6,0,0,0,0,0,0,0,16.7008,[0.16700823289670697]
868,I really like smart home and have been looking forward to it for a long time👏,8,0.0,0,0,9,1,0,0,0,0,0,0,86.9243,[0.8692427200807277]
869,Direct Amway is really good,4,0.0,0,0,4,1,0,0,0,0,0,0,97.312,[0.9731202782793767]
870,It’s really good to plant grass.,4,0.0,0,0,4,1,0,0,0,0,0,0,96.7828,[0.9678277372701909]
871,Worth having Amway,3,0.0,0,0,3,1,0,0,0,0,0,0,98.7434,[0.9874339032680072]
872,Please communicate more,3,0.0,0,0,3,0,0,0,0,0,0,0,70.5739,[0.70573863031521]
873,Technology changes life,3,0.0,0,0,3,0,0,0,0,0,0,0,98.3331,[0.9833308893797273]
874,I also want to arrange it,5,0.0,0,0,5,0,0,0,0,0,0,0,53.491,[0.5349102608106345]
875,Oribo is very good,3,0.0,0,0,3,1,0,0,0,0,0,0,95.322,[0.95322036474002]
876,So good,3,0.0,0,0,3,1,0,0,0,0,0,0,86.1213,[0.8612132352941176]
877,Really awesome,4,-8.676175817268671,0,1,3,0,0,0,0,1,0,0,21.2349,[0.21234883606703003]
878,So awesome,4,-19.192481916946104,0,1,3,0,0,0,0,1,0,0,20.9492,[0.20949237914882768]
879,Oribo is awesome,2,-42.53253914361115,0,1,1,0,0,0,0,1,0,0,64.8421,[0.6484213615260925]
880,"Development is becoming more and more intelligent, which is great",6,0.0,0,0,7,1,0,0,0,0,0,0,85.0634,"[0.8634925857742488, 0.5]"
881,"Okay, okay",2,0.0,0,0,2,0,0,0,0,0,0,0,52.6233,[0.5262327818078083]
882,"Me too, I also want to decorate my own home.",6,0.0,0,0,6,0,0,0,0,0,0,0,51.5768,[0.5157677050089228]
883,"The development direction of the smart home industry, innovation is far ahead!",7,1.1313916963438764,1,0,8,2,0,0,0,0,0,0,99.7675,"[0.9184136833862729, 0.9769251813548023]"
884,Is Oribo&#39;s smart home doing so well?,9,0.0,0,0,9,0,0,0,0,0,0,0,51.5744,[0.5157440321152249]
885,I really want to experience it,4,0.0,0,0,4,0,0,0,0,0,0,0,77.1283,[0.7712828714824682]
886,Smart home is really awesome,5,0.0,0,0,5,1,0,0,0,0,0,0,77.8424,[0.7784244688822346]
887,Ultraman fighting drama,2,0.0,0,0,2,0,0,0,0,0,0,0,98.5926,[0.9859261847863038]
888,reversal reversal reversal,1,0.0,0,0,1,0,0,0,0,0,0,0,43.8373,[0.43837331681121905]
889,No TV series would dare to shoot like this,6,-4.660058880480746,0,0,5,0,0,0,0,0,0,0,37.7508,[0.3775081383397426]
890,good guy,1,0.0,0,0,1,0,0,0,0,0,0,0,63.1785,[0.6317853705682674]
891,I can see that I&#39;m panicking.,5,0.0,0,0,5,0,0,0,0,0,0,0,49.0256,[0.4902557487654896]
892,Maybe there’s no ending yet,4,-20.412414522666147,0,0,3,0,0,0,0,0,0,0,98.2742,[0.9827420499729825]
893,Technology has unlimited possibilities,3,0.0,0,0,3,1,0,0,0,0,0,0,98.7755,[0.9877551300634918]
894,Directors are sensible,4,0.0,0,0,4,1,0,0,0,0,0,0,66.9495,[0.6694951640820719]
895,Ha ha ha ha,1,0.0,0,0,1,0,0,0,0,0,0,0,86.8421,[0.8684210526315791]
896,"Fake, this was casually assumed by a blogger on X.",10,-1.9219072209054362,0,1,11,0,0,0,0,0,1,0,62.1661,"[0.5, 0.6460296777323633]"
897,"Hey! Are you also following &quot;Camp with Love&quot;? Click on the leading actor of &quot;Love as Camp&quot; to enter the special page to view and follow relevant bloggers, including @白鹿my, @王和磣_Dylan and other 28 bloggers. Don’t miss the popular and exciting content!",33,0.10844271693552109,1,0,40,1,0,0,0,0,0,0,99.9976,"[0.5262327818078083, 0.928658808166983, 0.7716527603134032, 0.9460454717777156, 0.9864214629557951]"
898,The finale is coming Web link,5,0.0,0,0,5,0,0,0,0,0,0,0,94.5305,[0.9453048918732072]
899,Starting price 2988?,2,0.0,0,0,3,0,0,0,0,0,0,0,71.5196,[0.7151962277838616]
900,"If necessary, please contact the boss",5,0.0,0,0,5,0,0,0,0,0,0,0,38.7931,[0.3879310344827588]
901,"Patience + scarcity, time + resilience, growth = harvest!",6,0.0,0,0,10,2,0,0,0,0,0,0,98.9299,"[0.6610915504509735, 0.4421135268824994, 0.9866284871173768]"
902,"Compound interest means growth, so it is slow. Shortcuts are methods of execution",10,0.0,0,0,12,1,0,0,0,0,0,0,93.8804,"[0.9569102823404806, 0.35408560311284054, 0.608563391032964]"
903,"The previous era was different, AI appeared",7,0.0,0,0,8,0,0,0,0,0,0,0,80.8847,"[0.8245614035087722, 0.5]"
904,@My Evernote,4,0.0,0,0,5,0,0,0,0,0,0,0,95.1608,[0.9516075828186904]
905,"&quot;Patience is the greatest virtue.&quot; You have to have the patience to wait for things to grow, and when they grow, they will become scarce. ——When the market is so bad, train yourself and stay patient!",28,0.6215028333333307,2,0,32,5,0,0,0,0,0,0,99.0155,"[0.5844226292740934, 0.9791356916233757, 0.4500730293227193, 0.3852030680971502, 0.7805395426647251, 0.6842105263157895]"
906,"Patience is not asking for trouble, but the reason why great things progress slowly is because they are particularly difficult.",17,0.032876988261218335,1,0,17,2,1,0,0,0,1,0,56.3552,"[0.5070757357941101, 0.5760938088052874, 0.5325993350853337]"
907,"Then Ruixing grows up too fast, so...",7,0.0,0,0,9,0,0,0,0,0,0,0,72.3024,"[0.7435574889786997, 0.5]"
908,"Very profoundly written! As a post-95s generation, I have never been in love. Many people say that I look very young, and I always feel that I am growing up very slowly. Occasionally I feel anxious, but I feel that it is not my fault because I have worked hard.",41,0.4004789268030851,2,0,41,4,0,0,0,0,2,0,99.9966,"[0.9045146323495231, 0.6631042135108103, 0.9443946391019109, 0.9124846056200978, 0.8626385041896437, 0.4557416847358312, 0.7633912492720102]"
909,"This report from the New York Times exposed many details of the OpenAI incident. It seems that Helen Toner is the real culprit behind the scenes, not Adam, who was previously suspected. The following is a translated article: &quot;Before Sam Altman was fired, OpenAI&#39;s board of directors had been involved in disagreements and disputes for a long time&quot; #张雪峰 successfully predicted a decline in the number of people taking postgraduate entrance examinations#",45,-0.3269556174903608,0,1,49,0,1,0,0,0,4,0,92.0901,"[0.99659311746782, 0.09235342102039501, 0.16944269585155947, 0.7182824183043074, 0.5337169715377647]"
